source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"2649735S1095",0,"RINCHU_DRUG","ロキソプロフェンＮａパップ１００ｍｇ「タカタ」",0,"None",19700101,20991231,
"2649735S1109",0,"RINCHU_DRUG","ロキソプロフェンＮａパップ１００ｍｇ「トーワ」",0,"None",19700101,20991231,
"2649735S1117",0,"RINCHU_DRUG","ロキソプロフェンＮａパップ１００ｍｇ「三笠」",0,"None",19700101,20991231,
"2649735S1125",0,"RINCHU_DRUG","ロキソプロフェンナトリウムパップ１００ｍｇ「ケミファ」",0,"None",19700101,20991231,
"2649735S1133",0,"RINCHU_DRUG","ロキソプロフェンナトリウムパップ１００ｍｇ「日医工」",0,"None",19700101,20991231,
"2649735S1150",0,"RINCHU_DRUG","ロキソプロフェンＮａパップ１００ｍｇ「テイコク」",0,"None",19700101,20991231,
"2649735S1168",0,"RINCHU_DRUG","ロキソプロフェンＮａパップ１００ｍｇ「ＱＱ」",0,"None",19700101,20991231,
"2649735S1176",0,"RINCHU_DRUG","ロキソプロフェンＮａパップ１００ｍｇ「ラクール」",0,"None",19700101,20991231,
"2649735S2016",0,"RINCHU_DRUG","ロキソプロフェンナトリウム（５０ｍｇ）７ｃｍ×１０ｃｍ貼付剤",0,"None",19700101,20991231,
"2649735S2024",0,"RINCHU_DRUG","ロキソニンテープ５０ｍｇ",0,"None",19700101,20991231,
"2649735S2059",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「ＦＦＰ」",0,"None",19700101,20991231,
"2649735S2067",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「ＪＧ」",0,"None",19700101,20991231,
"2649735S2083",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「ＮＰ」",0,"None",19700101,20991231,
"2649735S2113",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「ＹＤ」",0,"None",19700101,20991231,
"2649735S2121",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「アメル」",0,"None",19700101,20991231,
"2649735S2130",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「科研」",0,"None",19700101,20991231,
"2649735S2148",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「杏林」",0,"None",19700101,20991231,
"2649735S2156",0,"RINCHU_DRUG","ロキソプロフェンＮａテープ５０ｍｇ「三和」",0,"None",19700101,20991231,
